FTSE Code,Stock Name,Company Name,Stock Industry,Stock Market,Stock Sector,Stock Symbol,Stock Market Cap,Address 1,Address 2,client_id,exchange_name,ISIN,TICKER,SEDOL,Currency,Currency Code
15-382-9374,"CIRCOR International, Inc.",Cimarex Energy Co,Capital Goods,NYSE,Automotive,CIR,$1.08B,Room 58,1964 Johnson Pass,48-0062623,NYSE,281054422-0,AL17 9580 7073 NXJY JHQ2 IMVD QQYV,63323-377,Yuan Renminbi,CNY
15-406-2847,"China Advanced Construction Materials Group, Inc.","China Advanced Construction Materials Group, Inc.",Basic Industries,NASDAQ,Games,CADC,$5.73M,PO Box 21190,010 Erie Point,43-6370550,NASDAQ,209370911-2,IT50 J033 2753 415A HUYU FFLC NUS,54868-4567,Dollar,USD
15-424-2508,Affimed N.V.,Assured Guaranty Ltd.,Health Care,NASDAQ,Sports,AFMD,$87.88M,Suite 61,4170 Mendota Alley,16-0864165,NYSE,953633450-X,BE74 7209 1612 0372,98132-740,Ruble,RUB
15-443-2692,Toyota Motor Corp Ltd Ord,"DHT Holdings, Inc.",Capital Goods,NYSE,Jewelry,TM,$156.02B,Suite 50,06795 Sage Hill,72-3367656,NYSE,860761629-3,GT11 CLUM DYNV DTA8 F89A YXCZ 3MUN,54162-500,Peso,PHP
15-481-1085,Charles & Colvard Ltd,Charles & Colvard Ltd,Consumer Durables,NASDAQ,Books,CTHR,$19.68M,Suite 15,860 Banding Alley,75-9752307,NASDAQ,258645492-8,SE28 1860 3437 3411 1300 9500,25021-400,Pound,SYP
15-531-0315,"Cedar Fair, L.P.","Cedar Fair, L.P.",Consumer Services,NYSE,Books,FUN,$3.97B,Suite 40,828 Park Meadow Court,92-3497228,NYSE,738953427-3,LU15 2758 T6HJ JJ2Y 2OZB,0555-9010,Yuan Renminbi,CNY
15-556-1475,Drive Shack Inc.,"The Finish Line, Inc.",n/a,NYSE,Grocery,DS^C,n/a,Suite 26,797 Northport Road,91-8366270,NASDAQ,042423337-1,RO70 EREO TB1C R6XE NCIN XLJ7,0065-0419,Somoni,TJS
15-556-7279,Tecogen Inc.,Annaly Capital Management Inc,Capital Goods,NASDAQ,Jewelry,TGEN,$65.74M,Apt 1315,81 Toban Center,32-6501278,NYSE,283901141-7,FR63 1096 3458 76A9 3OV1 JEGQ H09,0173-0715,Peso,PHP
15-568-7515,First Trust High Income ETF,BlackRock Multi-Sector Income Trust,n/a,NASDAQ,Kids,FTHI,$48.31M,20th Floor,15632 Scofield Plaza,97-3984594,NYSE,757467776-X,LB12 2882 FSQW MESU QMGU HD7W AKAF,52389-136,Yuan Renminbi,CNY
15-587-6727,Triangle Capital Corporation,Chicago Bridge & Iron Company N.V.,n/a,NYSE,Computers,TCCA,n/a,PO Box 28728,3324 Holy Cross Junction,37-2970493,NYSE,450295400-4,EE59 6006 1372 3721 0024,54868-6276,Dollar,USD
15-597-7524,"Kandi Technologies Group, Inc.","FTD Companies, Inc.",Capital Goods,NASDAQ,Outdoors,KNDI,$187.28M,4th Floor,7277 Dovetail Court,35-4499801,NASDAQ,399950676-8,SI58 7648 5034 7646 728,31722-208,Yuan Renminbi,CNY
15-609-9555,DarioHealth Corp.,RELX N.V.,Health Care,NASDAQ,Electronics,DRIO,$21.78M,Room 223,1439 Carey Court,68-7839636,NYSE,009632104-0,MC10 3325 9079 382A MDZE JUSC 770,55154-4326,Yuan Renminbi,CNY
15-641-0738,Coca Cola Femsa S.A.B. de C.V.,Lions Gate Entertainment Corporation,Consumer Non-Durables,NYSE,Automotive,KOF,$17.31B,1st Floor,11 Burning Wood Road,26-5103062,NYSE,210518646-7,SM28 Q353 6693 5014 GK3I ZSAD ACC,10191-1843,Yuan Renminbi,CNY
15-688-8007,"Innophos Holdings, Inc.","Innophos Holdings, Inc.",Consumer Durables,NASDAQ,Kids,IPHS,$854.42M,Room 29,1558 Hermina Way,66-7264872,NYSE,969317289-2,GT10 XBHR RZBL ZNMU UMB2 UJHS AVBF,62742-4033,Yuan Renminbi,CNY
15-697-1478,Total S.A.,Rite Aid Corporation,Energy,NYSE,Shoes,TOT,$122.85B,Room 38,18202 Becker Road,84-8640695,NYSE,445248748-3,FR61 0272 9365 01WP WK2S 2G2R B22,42254-140,Pula,BWP
15-700-8742,Equity Commonwealth,Gabelli Multi-Media Trust Inc. (The),n/a,NYSE,Electronics,EQC^D,n/a,PO Box 39313,731 Esker Avenue,43-0963550,NYSE,015733368-X,PL08 8174 6190 6253 5799 1819 1626,53489-332,Euro,EUR
15-740-6449,Mitsubishi UFJ Financial Group Inc,Regions Financial Corporation,Finance,NYSE,Beauty,MTU,$87.97B,5th Floor,96 Dovetail Center,28-1221318,NYSE,381765186-4,CZ68 0357 6867 2543 3265 0261,49288-0329,Franc,XAF
15-753-8366,"ShoreTel, Inc.","LightPath Technologies, Inc.",Public Utilities,NASDAQ,Kids,SHOR,$402.82M,PO Box 16862,1423 Johnson Drive,60-5803041,NASDAQ,041752232-0,FR42 1410 9086 32HF 8JTE T5GD O48,60512-6443,Yuan Renminbi,CNY
15-809-4131,SpartanNash Company,Ikonics Corporation,Consumer Non-Durables,NASDAQ,Games,SPTN,$1.03B,Room 190,81 Mcbride Circle,41-0103765,NASDAQ,741917546-2,FR31 5750 3024 17ZU J0FV HKBG R27,63629-2946,Euro,EUR
15-841-0078,FinTech Acquisition Corp. II,StoneMor Partners L.P.,Finance,NASDAQ,Garden,FNTEU,n/a,Room 1454,41 East Way,05-2366359,NYSE,425158769-3,BG94 KDRR 3773 275I S66L R8,36987-3348,Baht,THB
15-844-9543,"Ossen Innovation Co., Ltd.","Sino-Global Shipping America, Ltd.",Basic Industries,NASDAQ,Outdoors,OSN,$14.05M,PO Box 72850,908 Meadow Valley Hill,06-2672205,NASDAQ,680850098-3,GE45 MP46 6895 5406 2829 70,0603-1011,Euro,EUR
15-845-1808,Capitol Acquisition Corp. III,The First of Long Island Corporation,Finance,NASDAQ,Tools,CLAC,$414.38M,Room 1930,238 Monument Street,50-2093643,NASDAQ,291624641-X,TR53 6526 7KVK XOOL EUOW X6D3 AN,46122-174,Peso,MXN
15-868-4498,Sensata Technologies Holding N.V.,Gladstone Land Corporation,Capital Goods,NYSE,Beauty,ST,$7.21B,PO Box 48152,0239 Holy Cross Drive,37-6518707,NASDAQ,705830653-2,KZ06 735F IBJL XHGN 4PS7,68776-1003,Euro,EUR
15-881-3348,Caesars Entertainment Corporation,Caesars Entertainment Corporation,Consumer Services,NASDAQ,Beauty,CZR,$1.83B,11th Floor,308 Elka Park,48-9080773,NYSE,129858022-6,FR18 8757 4300 65CX YIZE XQRI N36,37205-656,Shilling,UGX
15-974-2581,Civeo Corporation,DNB Financial Corp,Consumer Services,NYSE,Jewelry,CVEO,$264.02M,7th Floor,327 Mendota Street,41-4009633,NASDAQ,574581324-5,ME51 4513 3109 9837 8235 94,41250-368,Real,BRL
15-999-1637,"Timberland Bancorp, Inc.","Community Trust Bancorp, Inc.",Finance,NASDAQ,Automotive,TSBK,$177.78M,Suite 38,39831 Ryan Park,72-6744700,NASDAQ,582172078-8,BH41 PWHO UJ6H VFEG E9T9 GP,48951-1208,Kuna,HRK
16-009-5634,"Miragen Therapeutics, Inc.",Wendy's Company (The),Health Care,NASDAQ,Tools,MGEN,$198.66M,Apt 479,95242 Hanover Alley,09-7983719,NASDAQ,136259748-1,DO64 91MI 1955 5684 3004 5814 6134,70253-004,Dinar,LYD
16-055-4749,Colonial Intermediate High Income Fund,"Western Asset High Income Opportunity Fund, Inc.",n/a,NYSE,Home,CIF,$58.2M,PO Box 56776,64 Almo Lane,38-7149401,NYSE,916549849-6,ES40 0685 4977 4301 0220 9072,59779-752,Ruble,RUB
16-090-7689,The Blackstone Group L.P.,XTL Biopharmaceuticals Ltd.,Finance,NYSE,Garden,BX,$39.13B,PO Box 93442,02506 Shopko Court,65-7546426,NASDAQ,123013543-X,NO40 6382 0744 830,54868-5771,Yuan Renminbi,CNY
16-127-0865,Altisource Residential Corporation,Mallinckrodt plc,Finance,NYSE,Industrial,RESI,$678.58M,PO Box 46181,41 Mendota Crossing,90-0620186,NYSE,378315113-9,FR59 4042 4935 18WY 5Q4P Z9MF Z26,0049-3160,Dollar,USD
16-134-4359,BLDRS Developed Markets 100 ADR Index Fund,"Clean Harbors, Inc.",n/a,NASDAQ,Sports,ADRD,$60.17M,Room 163,536 Weeping Birch Junction,62-9172547,NYSE,226851233-9,FR28 6333 2715 08IZ Q3KX B4ZC 654,55741-412,Ruble,BYR
16-210-8810,"Strayer Education, Inc.","Strayer Education, Inc.",Consumer Services,NASDAQ,Games,STRA,$1.04B,PO Box 44962,2924 Spenser Junction,02-5985048,NYSE,906016743-0,NO93 0370 6784 302,0409-0212,Euro,EUR
16-214-6779,Hersha Hospitality Trust,W.P. Carey Inc.,n/a,NYSE,Games,HT^D,n/a,Apt 1304,4 Harper Hill,95-8459920,NYSE,011927761-1,FR46 6392 1296 76V5 OWQI WGBX D85,49288-0747,Baht,THB
16-241-3316,Fang Holdings Limited,Baltimore Gas & Electric Company,Technology,NYSE,Outdoors,SFUN,$1.54B,1st Floor,4997 Surrey Junction,23-4471284,NYSE,920453542-3,AD08 6756 6522 ITLS JL5E QWRA,27293-015,Peso,PHP
16-252-6930,John Bean Technologies Corporation,John Bean Technologies Corporation,Technology,NYSE,Toys,JBT,$2.89B,PO Box 65013,76 La Follette Park,53-9219901,NYSE,490863505-6,LB50 6414 UO2Q N8YB 2EBQ GN0W QUIR,54838-502,Birr,ETB
16-266-4225,Ethan Allen Interiors Inc.,"Reinsurance Group of America, Incorporated",Consumer Durables,NYSE,Movies,ETH,$822.58M,15th Floor,259 Springview Court,16-4275496,NYSE,122612516-6,BA34 6591 9411 3409 7328,48951-1128,Krone,NOK
16-289-7090,Envision Healthcare Corporation,Envision Healthcare Corporation,n/a,NYSE,Sports,EVHC^,n/a,3rd Floor,70 Hauk Junction,26-1198455,NASDAQ,029920322-0,FR81 1651 6030 54HC GSJT 4HRR Y96,75981-125,Yuan Renminbi,CNY
16-303-6838,PowerShares DWA Financial Momentum Portfolio,Vornado Realty Trust,n/a,NASDAQ,Books,PFI,$78.45M,PO Box 22830,4139 Glendale Center,09-1450092,NYSE,779055430-1,FR25 4169 5531 999D FCOQ H9K4 S25,52295-200,Real,BRL
16-359-9253,Gogo Inc.,Ares Commercial Real Estate Corporation,Consumer Services,NASDAQ,Sports,GOGO,$1.04B,PO Box 4310,8424 Briar Crest Circle,65-0844518,NYSE,100569865-1,BE97 0023 3660 5066,14783-208,Yuan Renminbi,CNY
16-370-0569,Chevron Corporation,"NetEase, Inc.",Energy,NYSE,Garden,CVX,$205.28B,Apt 427,664 Summit Center,91-6015421,NASDAQ,912256557-4,BG31 EUPL 1754 59L7 OIJQ DZ,64117-165,Kuna,HRK
16-425-4142,iPath US Treasury Long Bond Bull ETN,Vanda Pharmaceuticals Inc.,Finance,NASDAQ,Movies,DLBL,$5.4M,PO Box 58523,62 Farwell Hill,04-9412195,NASDAQ,440292706-4,CZ79 7230 3876 2273 4961 8386,50845-0204,Zloty,PLN
16-428-5393,Capital One Financial Corporation,EDAP TMS S.A.,Finance,NYSE,Computers,COF^C,n/a,Apt 187,74860 Warbler Terrace,86-9172579,NASDAQ,949859033-8,FR91 1551 6802 63N6 EF62 LQ0A 697,68599-5301,Real,BRL
16-504-3800,"Trex Company, Inc.",TravelCenters of America LLC,Basic Industries,NYSE,Garden,TREX,$1.99B,Apt 1280,30536 Butternut Way,02-1450281,NASDAQ,244878180-X,LI52 5561 4KFQ SJQG V5ZW Q,11673-734,Dong,VND
16-563-8020,"Alphatec Holdings, Inc.",Bank of N.T. Butterfield & Son Limited (The),Health Care,NASDAQ,Health,ATEC,$19.65M,12th Floor,61 Jana Alley,82-2973584,NYSE,493364564-7,MU58 QGWQ 7206 0336 9586 0721 569B EG,10742-8357,Hryvnia,UAH
16-567-0101,PennantPark Investment Corporation,"American Axle & Manufacturing Holdings, Inc.",n/a,NASDAQ,Garden,PNNT,$531.54M,Room 463,792 Springview Lane,46-5746796,NYSE,349100759-3,BR15 8495 5906 7323 9440 0368 994S U,0168-0266,Marka,BAM
16-661-9877,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,"CBIZ, Inc.",n/a,NYSE,Baby,WIA,$327.09M,Suite 18,93 Goodland Plaza,43-7804967,NYSE,733392373-8,AZ57 AVDY RZOI PGYN TV2B NIP6 KPX7,21695-968,Hryvnia,UAH
16-717-2508,"Archrock, Inc.",CNX Coal Resources LP,Public Utilities,NYSE,Tools,AROC,$763.03M,PO Box 9370,91 Eastwood Circle,01-2565492,NYSE,732950190-5,GB71 XGOX 6166 1438 0241 75,11822-1683,Euro,EUR
16-739-6249,"XG Technology, Inc",PowerShares S&P SmallCap Materials Portfolio,Consumer Durables,NASDAQ,Health,XGTI,$21.96M,Apt 1751,599 Eliot Hill,76-1045595,NASDAQ,558907998-5,SE78 0313 4056 6867 6862 5179,62670-4792,Yuan Renminbi,CNY
16-741-3218,"McCormick & Company, Incorporated",Crescent Point Energy Corporation,Consumer Non-Durables,NYSE,Outdoors,MKC.V,n/a,Suite 92,97652 East Drive,82-8901955,NYSE,291182293-5,VG26 MFXA 7692 6953 4540 3565,0268-1012,Yuan Renminbi,CNY
16-759-7264,Vodafone Group Plc,Capitol Acquisition Corp. III,Public Utilities,NASDAQ,Clothing,VOD,$76.73B,Apt 27,86996 Birchwood Circle,14-1049792,NASDAQ,837096596-2,IT88 X975 6935 728A VJ5U HU3T 3HJ,0884-0773,Yen,JPY
16-782-2201,Martin Midstream Partners L.P.,Martin Midstream Partners L.P.,Energy,NASDAQ,Outdoors,MMLP,$688.3M,Apt 854,7 Laurel Hill,45-3828830,NYSE,810368059-1,MT80 SURG 6312 21OM NMNI T0BW L1BN YYJ,49721-0003,Euro,EUR
16-789-1108,Nuveen North Carolina Quality Municipal Income Fd,ProPetro Holding Corp.,n/a,NYSE,Movies,NNC,$220.34M,Suite 31,1 Carberry Parkway,80-8500862,NYSE,839314792-1,LT81 0010 6759 9235 9876,36987-2160,Yen,JPY
16-796-5390,"Safe Bulkers, Inc",The Charles Schwab Corporation,n/a,NYSE,Music,SB^C,n/a,PO Box 90254,8 Melody Park,71-4496232,NYSE,549956859-6,AZ48 PKTM ZXMJ ADSA DPRL P43I 60WJ,0409-6664,Metical,MZN
16-797-4648,"Ebix, Inc.",Universal Health Realty Income Trust,Technology,NASDAQ,Movies,EBIX,$1.73B,Room 955,6 Johnson Center,25-3085328,NYSE,019695775-3,FI21 6385 6339 5312 05,0409-7713,Yuan Renminbi,CNY
16-814-7787,PIMCO California Municipal Income Fund,"Parkway, Inc.",n/a,NYSE,Tools,PCQ,$315.4M,11th Floor,4 Basil Terrace,17-4176416,NYSE,071782506-X,AZ86 TSSS S2YY ATLG HGFB HHHS 4UEB,49288-0897,Koruna,CZK
16-815-0073,"NetApp, Inc.",Hormel Foods Corporation,Technology,NASDAQ,Computers,NTAP,$10.29B,Suite 82,777 Cambridge Plaza,79-6513382,NYSE,278440885-X,IS16 8946 0266 7200 8819 1621 99,67760-001,Shilling,TZS
16-828-1319,"CryoPort, Inc.",Crestwood Equity Partners LP,Transportation,NASDAQ,Tools,CYRXW,n/a,1st Floor,17 Green Ridge Drive,59-9750181,NYSE,285470933-0,FR09 6577 2327 96CG 9GKA GRQR L20,54868-5989,Yuan Renminbi,CNY
16-831-9175,"Aptose Biosciences, Inc.",Conduent Incorporated,Health Care,NASDAQ,Health,APTO,$22.73M,14th Floor,977 Vidon Avenue,92-6184025,NYSE,497087955-9,DK40 5977 7115 4742 47,55289-449,Zloty,PLN
16-834-1769,"Leidos Holdings, Inc.",Signature Bank,Technology,NYSE,Computers,LDOS,$8.15B,PO Box 10003,10917 Moland Crossing,13-0732073,NASDAQ,960991429-2,PL10 7069 8909 3426 0152 0277 6877,43742-0379,Ruble,RUB
16-843-4163,iShares MSCI Qatar Capped ETF,"THL Credit, Inc.",n/a,NASDAQ,Industrial,QAT,$38.96M,2nd Floor,5569 Bluejay Plaza,76-6927727,NYSE,241896693-3,FR93 0210 8691 509D LPQD D52Q T53,54473-248,Ruble,RUB
16-881-3564,Citigroup Inc.,Citigroup Inc.,Finance,NYSE,Grocery,C^N,n/a,Apt 313,6 Ludington Parkway,60-3008274,NYSE,547525748-5,FR27 3078 1132 31N7 OUG2 QBEO O22,0093-8204,Yuan Renminbi,CNY
16-882-9701,Jones Lang LaSalle Incorporated,Jones Lang LaSalle Incorporated,Finance,NYSE,Electronics,JLL,$5.45B,3rd Floor,3 Coolidge Crossing,67-0456081,NASDAQ,022980101-3,FR50 0612 6969 50QR CWGX ENEM H67,49349-886,Koruna,CZK
16-934-4792,"Red Rock Resorts, Inc.","Mid-America Apartment Communities, Inc.",Consumer Services,NASDAQ,Jewelry,RRR,$2.78B,Suite 93,9040 Dapin Lane,73-2777636,NYSE,080839960-8,LU60 436M FLTD 27TO Y8E1,76420-742,Euro,EUR
16-952-4350,"AG Mortgage Investment Trust, Inc.","CatchMark Timber Trust, Inc.",n/a,NYSE,Computers,MITT^B,n/a,Room 604,28 Mccormick Park,09-7742303,NYSE,494105572-1,KW38 OIPS GGSH IAQ9 JOYL RQMI LESI B4,52125-168,Metical,MZN
16-967-3964,Capital One Financial Corporation,Blackrock Municipal Bond Trust,n/a,NYSE,Garden,COF^G,n/a,Room 1880,957 Holy Cross Terrace,30-8818617,NYSE,339212633-0,MC71 4150 0881 73NU CQUM 36ZC Z42,13925-159,Dollar,ZWL
16-975-6817,"Audentes Therapeutics, Inc.",Abbott Laboratories,Health Care,NASDAQ,Electronics,BOLD,$463.59M,Suite 78,765 Village Green Terrace,40-7901965,NYSE,088616290-4,IT25 K974 8292 1245 7QXU OH78 BQU,54868-0218,Manat,AZN
17-011-4149,"The Trade Desk, Inc.","Boingo Wireless, Inc.",Technology,NASDAQ,Shoes,TTD,$1.99B,Apt 1416,13 Nevada Way,92-9083683,NASDAQ,969035715-8,KW95 YNLO XUYW JVF7 0JJY 99G1 M2LI QL,0517-1020,Yuan Renminbi,CNY
17-018-9834,Tennant Company,"Brocade Communications Systems, Inc.",Technology,NYSE,Garden,TNC,$1.33B,Room 72,23 Lotheville Center,30-8003656,NASDAQ,130226598-9,CZ66 5753 4930 9043 5173 3556,37808-807,Euro,EUR
17-047-9756,Landmark Infrastructure Partners LP,"Computer Task Group, Incorporated",Consumer Services,NASDAQ,Garden,LMRK,$362.41M,Suite 19,20 Michigan Junction,83-8167406,NASDAQ,385397240-3,MU04 UDQJ 3064 9166 5286 4318 478V HT,10544-287,Peso,ARS
17-071-0195,Natural Health Trends Corp.,M B T Financial Corp,Consumer Durables,NASDAQ,Toys,NHTC,$322.34M,19th Floor,6501 Harper Avenue,19-8596977,NASDAQ,087047831-1,MU45 SZHV 2483 5969 2169 5416 123A DK,52686-294,Euro,EUR
17-076-4547,Two River Bancorp,Seaspan Corporation,Finance,NASDAQ,Jewelry,TRCB,$144.38M,Suite 61,3 Homewood Lane,44-0290604,NYSE,736086930-7,FO27 4324 3568 1902 48,10742-6748,Ariary,MGA
17-088-1550,Pilgrim's Pride Corporation,Live Ventures Incorporated,Consumer Non-Durables,NASDAQ,Jewelry,PPC,$5.84B,3rd Floor,84 North Street,99-5314664,NASDAQ,869699790-5,CY26 1214 2536 ASPE SEV4 EJYX KH73,36987-2837,Euro,EUR
17-094-2818,"Primerica, Inc.",Stewardship Financial Corp,Finance,NYSE,Music,PRI,$3.43B,Room 190,550 Eliot Park,62-3762591,NASDAQ,548429303-0,DE85 3708 6495 3374 1763 22,57884-2021,Ruble,RUB
17-100-3605,AmeriServ Financial Inc.,AmeriServ Financial Inc.,Finance,NASDAQ,Toys,ASRVP,n/a,Room 1959,4645 Monterey Drive,05-9190071,NASDAQ,034486082-5,GT22 HNYF KN7S 0EMI SJEF MGO7 QRTT,0713-0704,Yen,JPY
17-130-1939,"American Railcar Industries, Inc.",Horizon Global Corporation,Capital Goods,NASDAQ,Tools,ARII,$695.42M,Room 1661,311 Schiller Way,09-3633124,NYSE,412948333-1,RO63 TEDK L10Q HXPD 1YTW MMC6,0168-0270,Euro,EUR
17-140-5119,"Ultra Clean Holdings, Inc.",Microbot Medical Inc. ,Technology,NASDAQ,Beauty,UCTT,$690.58M,Apt 1759,6 Dwight Center,57-6040165,NASDAQ,097741818-9,RS14 3830 0704 8694 3835 98,45861-006,Yuan Renminbi,CNY
17-155-4939,Inphi Corporation,Aercap Holdings N.V.,Technology,NYSE,Jewelry,IPHI,$1.54B,Suite 35,5969 Starling Way,91-5280315,NYSE,272909862-3,GR06 6324 133E EWQX WVHC PFGJ TKW,52316-191,Rupiah,IDR
17-169-6451,"CRA International,Inc.",Raytheon Company,Miscellaneous,NASDAQ,Health,CRAI,$302.35M,Apt 823,6 Dixon Center,49-1516278,NYSE,008903790-1,AD05 6267 8355 VV0F NQVJ O3B7,53238-001,Koruna,CZK
17-200-1287,"Telephone and Data Systems, Inc.",First South Bancorp Inc,Public Utilities,NYSE,Garden,TDE,n/a,Suite 61,655 Old Shore Court,80-9621449,NASDAQ,208975935-6,AL03 2354 7238 RXM8 EJZL HYUJ QXC5,65691-0108,Peso,PHP
17-205-2663,New Residential Investment Corp.,New Residential Investment Corp.,Consumer Services,NYSE,Books,NRZ,$5.14B,PO Box 44915,273 Waxwing Drive,59-9482609,NASDAQ,198682115-3,SI76 8575 9092 4652 475,0093-4742,Euro,EUR
17-221-1140,BlackRock Investment Quality Municipal Trust Inc. (The),Eaton Vance High Income 2021 Target Term Trust,n/a,NYSE,Tools,BKN,$256.07M,PO Box 4415,2723 Novick Circle,16-5119534,NYSE,615284945-4,AD06 6607 7685 WAY3 BPRW ZZSY,16590-282,Rupee,PKR
17-226-1030,OGE Energy Corporation,OGE Energy Corporation,Public Utilities,NYSE,Music,OGE,$7.28B,Apt 633,98220 Crowley Hill,33-4711601,NYSE,595428228-5,PK37 TJBH 0RE7 UUS9 IIQD DPB7,54575-093,Yuan Renminbi,CNY
17-238-7660,Seaspan Corporation,AdvanSix Inc.,Transportation,NYSE,Books,SSWN,n/a,Suite 92,0 Burrows Drive,58-9794705,NYSE,670158746-1,FR56 0503 5409 69YV DZIA XJNW A33,55319-374,Yuan Renminbi,CNY
17-240-7558,Triton International Limited,BanColombia S.A.,Technology,NYSE,Kids,TRTN,$1.08B,PO Box 29921,87650 School Street,80-1104620,NYSE,555431683-2,GE42 WV76 3230 8166 6155 15,0186-5022,Krona,SEK
17-244-5642,Layne Christensen Company,Mimecast Limited,Basic Industries,NASDAQ,Jewelry,LAYN,$173.34M,Apt 251,810 Briar Crest Road,36-7322303,NASDAQ,572609916-8,GR57 2633 425I SHH7 W5RP LKNY 1LF,62654-142,Ruble,RUB
17-260-9245,iSectors Post-MPT Growth ETF,"Tetra Technologies, Inc.",n/a,NASDAQ,Shoes,PMPT,$11.34M,Room 679,4743 Towne Terrace,45-1673705,NYSE,874849287-6,CR21 3760 6533 4095 9111 9,52841-010,Peso,PHP
17-273-8811,"Lithia Motors, Inc.",V.F. Corporation,Consumer Durables,NYSE,Home,LAD,$2.22B,Suite 36,5 Gina Alley,83-0831250,NYSE,536268043-9,FR32 6754 2143 27S3 4P79 ZB4E 083,50436-6753,Yuan Renminbi,CNY
17-293-5004,ReWalk Robotics Ltd,Good Times Restaurants Inc.,Health Care,NASDAQ,Grocery,RWLK,$20.84M,PO Box 53545,25 Oxford Junction,36-2713957,NASDAQ,054856021-8,VG85 IUSI 6906 7842 8631 2060,10812-324,Euro,EUR
17-305-6598,Convergys Corporation,"Amkor Technology, Inc.",Technology,NYSE,Movies,CVG,$2.28B,16th Floor,01 Erie Circle,27-8012845,NASDAQ,493314652-7,ES91 9800 7690 3098 2264 2468,63868-338,Yuan Renminbi,CNY
17-320-9911,"Pulse Biosciences, Inc","Retail Properties of America, Inc.",Health Care,NASDAQ,Shoes,PLSE,$494.01M,PO Box 87064,558 Hanover Plaza,78-7235513,NYSE,496076791-X,NO36 4012 1484 033,42926-110,Real,BRL
17-335-9275,"Schweitzer-Mauduit International, Inc.","Schweitzer-Mauduit International, Inc.",Basic Industries,NYSE,Books,SWM,$1.15B,Suite 24,51 Towne Park,90-0267050,NYSE,773510563-0,CZ56 7472 4887 2348 2578 7215,62670-1529,Peso,PHP
17-341-5447,Public Storage,Nuveen High Income 2020 Target Term Fund,n/a,NYSE,Automotive,PSA^Z,n/a,6th Floor,0 Sage Plaza,43-3997176,NYSE,320951149-7,BR27 7854 6717 1072 6646 6270 258N H,59762-1703,Ruble,RUB
17-351-2276,"InterDigital, Inc.","Cempra, Inc.",Miscellaneous,NASDAQ,Outdoors,IDCC,$2.76B,Apt 1214,226 Oak Valley Pass,93-4018793,NASDAQ,310615230-3,CR04 9642 5581 0633 6535 8,63304-453,Zloty,PLN
17-425-9943,VivoPower International PLC,VivoPower International PLC,Public Utilities,NASDAQ,Electronics,VVPR,$44.74M,Suite 8,1 Mayfield Avenue,63-6369430,NYSE,465287153-8,FR61 9931 5014 65JV 703I G9GZ T16,11822-0871,Krone,NOK
17-450-9831,"SAExploration Holdings, Inc.","Netflix, Inc.",Energy,NASDAQ,Shoes,SAEX,$33.78M,11th Floor,6266 Moulton Center,03-6683792,NASDAQ,296881140-1,CR44 3831 8320 9946 7032 4,55154-2075,Peso,UYU
17-453-4455,"Equity Lifestyle Properties, Inc.","CSG Systems International, Inc.",Consumer Services,NYSE,Music,ELS,$7.49B,16th Floor,647 Mccormick Way,27-2197980,NASDAQ,652398978-X,DE12 2210 1902 5545 0052 06,61957-0001,Peso,PHP
17-470-9255,First Trust Intermediate Duration Preferred & Income Fund,"National Presto Industries, Inc.",n/a,NYSE,Automotive,FPF,$1.48B,Suite 88,80126 Sunbrook Place,75-0703857,NYSE,272555599-X,FR48 9421 1171 35GW KZJ0 J4PQ R92,45802-919,Yuan Renminbi,CNY
17-479-2997,Huntington Bancshares Incorporated,"National Security Group, Inc.",Finance,NASDAQ,Tools,HBANO,$21.83B,Suite 38,08717 Oak Plaza,25-7439681,NASDAQ,594392124-9,ME57 0486 0736 6900 9727 27,42766-001,Ruble,RUB
17-503-5256,Northwest Pipe Company,"NI Holdings, Inc.",Basic Industries,NASDAQ,Grocery,NWPX,$152.04M,PO Box 4571,93245 Merrick Pass,64-0124530,NASDAQ,354157328-7,BG39 BBZW 6348 242M FEOA XC,44206-300,Franc,XAF
17-508-6708,News Corporation,News Corporation,Consumer Services,NASDAQ,Computers,NWSA,$7.99B,Room 1617,623 Wayridge Circle,77-2146098,NYSE,565962846-X,AT23 0244 1907 8219 9823,57627-110,Dollar,USD
17-533-9987,PAREXEL International Corporation,PAREXEL International Corporation,Health Care,NASDAQ,Health,PRXL,$4.24B,Apt 527,4605 Menomonie Place,71-0334787,NYSE,320421374-9,FR58 8829 6225 88V4 IRCH JITW W83,45861-201,Yuan Renminbi,CNY
17-559-5322,Benitec Biopharma Limited,"USA Technologies, Inc.",Health Care,NASDAQ,Home,BNTCW,n/a,Room 944,1436 Leroy Alley,24-9816429,NASDAQ,759645508-5,FR06 1010 3215 44CB EFAK 0IVA A66,50114-1180,Peso,COP
17-597-2033,Hanesbrands Inc.,Hanesbrands Inc.,Consumer Services,NYSE,Home,HBI,$8.23B,Apt 480,9491 Riverside Road,44-7049208,NYSE,048440061-4,IS14 8310 4303 8870 9437 3687 61,61715-092,Hryvnia,UAH
17-606-7059,SodaStream International Ltd.,iShares Core MSCI Total International Stock ETF,Consumer Durables,NASDAQ,Toys,SODA,$1.13B,Apt 446,0 Bluejay Street,79-7195806,NASDAQ,696222825-2,MK10 764A 48CL DMVO Z36,54799-535,Peso,PHP
