FTSE Code,Stock Name,Company Name,Stock Industry,Stock Market,Stock Sector,Stock Symbol,Stock Market Cap,Address 1,Address 2,client_id,broker_id,exchange_name,ISIN,TICKER,SEDOL,Currency,Currency Code
86-920-6487,"PerkinElmer, Inc.",Five Oaks Investment Corp.,Capital Goods,NYSE,Industrial,PKI,$7B,Room 909,2 Scott Parkway,11-1337539,44567-312,NYSE,720789700-6,LB53 0180 ZVOD AMFH LYTT IH3S JBRF,,Dollar,USD
34-915-9252,"DexCom, Inc.","Jamba, Inc.",Health Care,NASDAQ,Electronics,DXCM,$6.59B,PO Box 96980,6601 Maple Wood Crossing,93-8109961,63824-160,NASDAQ,047734840-8,FR26 3734 6735 13OC 64EO AOW6 Y18,,Peso,MXN
63-681-4790,Tortoise Energy Infrastructure Corporation,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,n/a,NYSE,Grocery,TYG,$1.41B,Suite 28,5 Sage Center,63-5535003,0574-0827,NASDAQ,431400186-0,FR90 9208 8333 831A J2YX N0SF O37,,Euro,EUR
91-344-1025,"Sypris Solutions, Inc.","Stein Mart, Inc.",Capital Goods,NASDAQ,Games,SYPR,$35.52M,Suite 12,85 Arapahoe Park,42-2126340,49288-0811,NASDAQ,467369805-3,DK25 4867 9828 9864 40,,Sol,PEN
46-287-4773,PennantPark Investment Corporation,Primo Water Corporation,n/a,NYSE,Health,PNTA.CL,n/a,Room 1644,2721 Utah Point,99-9033254,15054-0060,NASDAQ,246775160-0,LB80 5912 LINK PVOQ MXS4 2QJ4 J7D7,,Hryvnia,UAH
86-447-6538,First Trust Enhanced Short Maturity ETF,FactSet Research Systems Inc.,n/a,NASDAQ,Health,FTSM,$966.47M,Suite 94,9324 Oxford Place,17-9394015,21695-847,NYSE,704715972-X,MT28 NLZZ 3424 0WVZ JTVX 7QGZ MY9D GEY,,Sol,PEN
27-520-3411,"Art's-Way Manufacturing Co., Inc.",TriplePoint Venture Growth BDC Corp.,Capital Goods,NASDAQ,Tools,ARTW,$12.26M,Apt 180,8128 Ludington Street,31-1740482,50816-624,NYSE,734757701-2,FR58 0329 3484 32AL FPEG OCGD I46,,Won,KRW
41-239-4030,FlexShares Credit-Scored US Long Corporate Bond Index Fund,IRIDEX Corporation,n/a,NASDAQ,Books,LKOR,$13.34M,Suite 39,3410 Morrow Court,06-2002451,49288-0826,NASDAQ,403795839-2,AT20 3175 2191 5935 7834,,Peso,PHP
92-522-7996,WAVE Life Sciences Ltd.,"CytomX Therapeutics, Inc.",Health Care,NASDAQ,Sports,WVE,$582.07M,Room 965,49460 Corry Trail,22-3921028,58118-0157,NASDAQ,166403385-8,MK11 987L KR77 4F07 W23,,Pound,EGP
75-705-9878,Hill-Rom Holdings Inc,"Carbonite, Inc.",Health Care,NYSE,Books,HRC,$5.22B,Apt 1267,388 Scofield Way,88-2765371,13537-342,NASDAQ,655976580-6,FO18 2660 9458 8134 50,,Peso,PHP
10-495-8207,Consolidated Water Co. Ltd.,Trimble Inc.,Public Utilities,NASDAQ,Toys,CWCO,$184.63M,20th Floor,100 Crest Line Plaza,89-4802048,63187-142,NASDAQ,524763153-6,FR43 5042 9649 16UM O1ID GE2H A30,,Dollar,USD
07-780-5824,Parker Drilling Company,"BMC Stock Holdings, Inc.",Energy,NYSE,Electronics,PKD,$179.18M,18th Floor,761 Doe Crossing Parkway,82-6605270,66715-6843,NASDAQ,255615805-0,MU52 JACG 3651 1503 2433 1628 829U ND,,Rand,ZAR
68-628-7606,"Frankly, Inc.",Bright Horizons Family Solutions Inc.,n/a,NASDAQ,Baby,FKLYU,n/a,Suite 10,2 Delaware Lane,56-3047550,0904-5577,NYSE,972242820-9,LI78 2173 48RE FUVZ GAQ1 T,,Pound,EGP
98-053-2126,Cencosud S.A.,Foresight Energy LP,Consumer Services,NYSE,Home,CNCO,$7.68B,Suite 13,89 Aberg Trail,61-9156911,50114-1064,NYSE,721207318-0,FR89 8995 8748 95HN BAAS Z0K7 U06,,Euro,EUR
80-569-9198,"Parsley Energy, Inc.",Medley Management Inc.,Energy,NYSE,Sports,PE,$8.13B,Apt 168,479 Pawling Court,25-0187682,42255-900,NYSE,496706674-7,DK80 8570 9581 1754 19,,Euro,EUR
23-646-6332,SLM Corporation,Yulong Eco-Materials Limited,Finance,NASDAQ,Jewelry,SLMBP,$289.76M,PO Box 60173,5800 Maple Trail,31-8874154,68258-3009,NASDAQ,216875378-4,LB63 1761 XHI4 T9SJ X9SD OL6P V8WI,,Lari,GEL
15-964-1888,CMS Energy Corporation,Vident Core U.S. Bond Strategy Fund,Public Utilities,NYSE,Home,CMS^B,n/a,Suite 19,319 Ramsey Junction,29-1031569,63824-347,NASDAQ,891640331-6,IT34 Y346 8648 691R NGVN ZF5F GBQ,,Euro,EUR
41-952-9664,OFG Bancorp,Federal Signal Corporation,n/a,NYSE,Automotive,OFG^D,n/a,14th Floor,277 Sugar Place,86-2195105,42195-210,NYSE,756157793-1,GR30 7626 4938 WLNL NKWX NK6T LLI,,Yuan Renminbi,CNY
00-326-6615,Clorox Company (The),"Niagara Mohawk Holdings, Inc.",Consumer Durables,NYSE,Tools,CLX,$17.97B,PO Box 25880,98 Leroy Lane,74-7885774,0904-5880,NYSE,326675285-6,IT85 I302 6752 5978 QOOR VTAU Q8H,,Franc,XOF
85-144-3725,Puma Biotechnology Inc,Axar Acquisition Corp.,Health Care,NASDAQ,Baby,PBYI,$2.88B,Suite 4,3689 Center Drive,58-0578165,67938-1159,NASDAQ,887457481-9,LU30 514P WRCE 8HJA F2WA,,Euro,EUR
57-448-4843,Independent Bank Corporation,Deere & Company,Finance,NASDAQ,Beauty,IBCP,$452.26M,PO Box 69971,82782 Lien Court,77-1132222,10544-072,NYSE,058634276-1,TR70 1645 8REL 96QR TGBG RGNM YM,,Naira,NGN
18-841-1737,"Dynex Capital, Inc.",MFS Special Value Trust,Consumer Services,NYSE,Baby,DX,$354.27M,Apt 892,28 Kedzie Place,37-2106362,0781-5384,NYSE,175426744-0,SA38 71PQ WS5L OES9 2RWJ RTFM,,Shilling,KES
32-059-6810,"Concert Pharmaceuticals, Inc.","Home BancShares, Inc.",Health Care,NASDAQ,Industrial,CNCE,$299.64M,Room 1628,18 Steensland Road,49-0002635,67567-0306,NASDAQ,489300873-0,IT16 L736 7616 876G O07T LMXV IEW,,Dollar,USD
80-552-1297,"American Software, Inc.","Syros Pharmaceuticals, Inc.",Technology,NASDAQ,Kids,AMSWA,$326.53M,Suite 51,4 Donald Alley,36-0570355,66975-357,NASDAQ,938102445-6,DE70 0478 0976 0100 5949 64,,Ruble,RUB
07-374-0841,"Nustar GP Holdings, LLC","Goldman Sachs BDC, Inc.",Energy,NYSE,Baby,NSH,$1.03B,Apt 304,3213 Di Loreto Plaza,83-4215792,62756-143,NYSE,102075442-7,SK34 1973 3939 2612 5582 7023,,Yuan Renminbi,CNY
37-265-3314,First Trust Strategic Income ETF,BancFirst Corporation,n/a,NASDAQ,Kids,FDIV,$101.86M,PO Box 96340,90 Rutledge Avenue,33-9237241,68276-005,NASDAQ,591220320-4,SE07 0852 3504 5328 1238 6261,,Peso,COP
90-551-8304,Citizens Holding Company,Visa Inc.,Finance,NASDAQ,Computers,CIZN,$122.36M,Room 1359,8905 1st Road,16-1386250,49967-505,NYSE,631144197-7,ES62 9218 3486 5114 3511 1326,,Yuan Renminbi,CNY
24-907-2543,"Omega Flex, Inc.","Sears Hometown and Outlet Stores, Inc.",Capital Goods,NASDAQ,Grocery,OFLX,$652.54M,4th Floor,7 Hallows Avenue,50-2761902,60432-070,NASDAQ,701909434-1,NL30 EWDS 0550 6622 33,,Euro,EUR
04-443-8110,PowerShares International Dividend Achievers Portfolio,"The Rubicon Project, Inc.",n/a,NASDAQ,Movies,PID,$802.72M,3rd Floor,948 Becker Way,98-0788217,21695-901,NYSE,353867755-7,BH09 CMZD QEMJ OBC8 8CTT EN,,Yuan Renminbi,CNY
13-893-2687,"American Assets Trust, Inc.",Tonix Pharmaceuticals Holding Corp.,Consumer Services,NYSE,Garden,AAT,$1.89B,Apt 1392,30 Amoth Pass,58-0345945,64679-781,NASDAQ,950244486-8,CZ94 4058 5849 0893 8887 3999,,Peso,ARS
36-121-0586,"Transcontinental Realty Investors, Inc.",Elkhorn Commodity Rotation Strategy ETF,Consumer Services,NYSE,Beauty,TCI,$230.24M,PO Box 72493,0 Prairieview Plaza,88-6117191,63354-360,NASDAQ,363761116-3,IT21 G931 2331 820Z FVYL NIDH VCT,,Yuan Renminbi,CNY
89-479-7569,Kohl's Corporation,Tiffany & Co.,Consumer Services,NYSE,Health,KSS,$6.37B,PO Box 60425,33612 Gateway Alley,04-5752992,61601-1130,NYSE,401437007-0,FR28 0418 9236 87GB YVFV XLIL P11,,Rupiah,IDR
67-464-1744,Nuveen Global High Income Fund,"athenahealth, Inc.",n/a,NYSE,Music,JGH,$386.58M,8th Floor,625 Pierstorff Point,30-2253071,52125-680,NASDAQ,639359906-5,AE52 2616 3432 8776 6066 524,,Yuan Renminbi,CNY
12-356-1873,State Street Corporation,Toro Company (The),n/a,NYSE,Movies,STT^E,n/a,Room 193,42963 Brickson Park Avenue,72-6526358,45963-438,NYSE,588694844-9,NL44 CKFH 7287 9205 94,,Yuan Renminbi,CNY
62-540-4544,"Catasys, Inc.",Horizon Pharma plc,Health Care,NASDAQ,Automotive,CATS,$66.2M,PO Box 68478,103 Sunbrook Crossing,82-0167049,0615-4509,NASDAQ,869263420-4,FR02 8924 0194 88DG AJYR V3CC F60,,Peso,PHP
52-646-2727,Hornbeck Offshore Services,GrubHub Inc.,Consumer Services,NYSE,Kids,HOS,$97.07M,Room 1449,922 Redwing Parkway,41-3412424,75870-002,NYSE,946337328-4,SA31 53LN 5UVR DL8Z AROT 0DF7,,Peso,DOP
26-025-0081,Macquarie/First Trust Global,Star Bulk Carriers Corp.,n/a,NYSE,Health,MFD,$113.2M,Apt 1639,2294 Eggendart Court,77-6817804,52584-041,NASDAQ,306524477-2,BE78 7237 7426 3227,,Rial,IRR
51-468-6564,"Emerald Expositions Events, Inc.","Lithia Motors, Inc.",Miscellaneous,NYSE,Computers,EEX,$1.6B,Suite 71,258 Maple Junction,52-8487910,59779-975,NYSE,740598191-7,FR04 3282 2925 30HV O3FT T4ZD K50,,Ruble,BYR
77-557-8716,Blackrock Core Bond Trust,CombiMatrix Corporation,n/a,NYSE,Tools,BHK,$741.61M,Room 1496,219 Mesta Street,42-4199770,60760-413,NASDAQ,417998858-5,FR91 7499 9014 40PH R2TF DAVG I46,,Rupiah,IDR
11-992-1635,THL Credit Senior Loan Fund,The Community Financial Corporation,n/a,NYSE,Beauty,TSLF,$133.17M,Apt 30,6302 Pankratz Drive,38-3319998,55289-858,NASDAQ,851407010-X,KW65 RDPO MGKE PPEQ CBYE SWIV NXRM HT,,Rufiyaa,MVR
99-700-9834,Bed Bath & Beyond Inc.,KraneShares CSI China Internet ETF,Consumer Services,NASDAQ,Grocery,BBBY,$5.09B,Suite 93,34 Northwestern Street,72-5559274,44567-312,NASDAQ,860230204-5,SE15 8887 1521 8732 2147 4229,,Euro,EUR
62-168-0641,"SunTrust Banks, Inc.",Foamix Pharmaceuticals Ltd.,n/a,NYSE,Music,STI.WS.B,n/a,12th Floor,92031 Birchwood Pass,21-7280812,68605-2003,NASDAQ,647219573-0,FR91 5537 3012 721O SF4H FG5T G17,,Euro,EUR
08-065-4824,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),Technical Communications Corporation,Public Utilities,NYSE,Home,EDN,$1.41B,Suite 98,75048 Karstens Plaza,86-9914355,52125-732,NASDAQ,572557198-X,AD47 4084 3189 IC0R EDY5 LD3L,,Marka,BAM
74-480-2151,"Magellan Health, Inc.",Acceleron Pharma Inc.,Health Care,NASDAQ,Kids,MGLN,$1.71B,Apt 627,095 Hazelcrest Pass,28-1860387,66761-333,NASDAQ,426242947-4,CH52 2884 2OOM ETL6 YRD4 N,,Krona,SEK
66-698-6327,Phillips 66 Partners LP,"AmTrust Financial Services, Inc.",Energy,NYSE,Beauty,PSXP,$5.04B,Room 1227,42391 Derek Plaza,24-5387284,55319-471,NYSE,744829089-4,GT77 1ZAY ITNX PXDK NXON LPMU QHTY,,Yuan Renminbi,CNY
46-139-3084,Signet Jewelers Limited,Signature Bank,Consumer Services,NYSE,Industrial,SIG,$4.13B,10th Floor,06454 Riverside Park,67-3393234,57691-110,NASDAQ,850040533-3,IE53 BZBY 2928 5047 4633 27,,Peso,MXN
59-699-2498,"Radius Health, Inc.","Boston Private Financial Holdings, Inc.",Health Care,NASDAQ,Electronics,RDUS,$1.77B,Room 1178,417 Old Shore Lane,84-0664960,0904-5737,NASDAQ,490875699-6,MR11 5592 8006 8892 0446 5728 763,,Peso,PHP
80-782-4831,Apollo Commercial Real Estate Finance,Och-Ziff Capital Management Group LLC,Consumer Services,NYSE,Grocery,ARI,$2B,Apt 1242,30790 Maple Alley,05-5218873,46122-125,NYSE,381611139-4,FI90 3327 0155 2629 30,,Yuan Renminbi,CNY
84-900-9846,"Dunkin' Brands Group, Inc.",Kornit Digital Ltd.,Consumer Services,NASDAQ,Electronics,DNKN,$5.17B,PO Box 81049,28 Mendota Park,21-8587178,0046-1101,NASDAQ,677343912-4,EE27 0107 5076 4962 6473,,Yuan Renminbi,CNY
53-614-3761,Embotelladora Andina S.A.,RAIT Financial Trust,n/a,NYSE,Kids,AKO.B,n/a,Suite 8,5 Truax Court,11-1192678,0955-1045,NYSE,308835498-1,KZ61 9290 MJ07 RFBS CFOS,,Dinar,RSD
11-434-3163,"American Eagle Outfitters, Inc.",SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Consumer Services,NYSE,Toys,AEO,$2.05B,Room 163,02 Buell Avenue,79-5593041,76218-1828,NYSE,524931770-7,MC58 9674 4907 70BT LEFQ 0IME W44,,Ruble,RUB
15-317-8452,BalckRock Taxable Municipal Bond Trust,"GTY Technology Holdings, Inc.",n/a,NYSE,Books,BBN,$1.32B,Apt 1341,2488 Bellgrove Terrace,35-5662302,43353-808,NASDAQ,227463808-X,DO91 MKNV 3365 5049 9517 5600 0902,,Peso,PHP
80-967-9128,Banco Bradesco Sa,PowerShares S&P SmallCap Materials Portfolio,Finance,NYSE,Outdoors,BBD,$50.2B,Room 1871,41420 Browning Avenue,96-0929874,62584-332,NASDAQ,792849017-X,FR55 1522 5218 34H6 CYKC 0OYY E23,,Rupiah,IDR
85-454-3237,"First Savings Financial Group, Inc.",UroGen Pharma Ltd.,Finance,NASDAQ,Clothing,FSFG,$116.61M,Room 212,020 Fordem Road,98-7481340,55714-4607,NASDAQ,904802120-0,IE05 FEEF 3383 2061 9940 08,,Peso,COP
05-448-4576,"Carter's, Inc.",Nuveen Real Estate Fund,Consumer Non-Durables,NYSE,Garden,CRI,$4.27B,Suite 47,54 Bunting Point,62-0449441,59640-098,NYSE,136387810-7,CH49 3990 2ESH WNZP FNHT F,,Dollar,USD
25-817-2993,"YRC Worldwide, Inc.","Aspen Technology, Inc.",Transportation,NASDAQ,Computers,YRCW,$347.04M,Suite 74,671 Talisman Terrace,97-4840242,54868-4476,NASDAQ,899682783-5,IS75 3481 7307 5677 6650 3185 90,,Peso,ARS
80-846-6449,Houston Wire & Cable Company,China Finance Online Co. Limited,Consumer Non-Durables,NASDAQ,Industrial,HWCC,$98.16M,Room 1473,9 Kenwood Pass,06-3393075,55154-0455,NASDAQ,551582873-9,IT87 Z429 6482 4019 L7B5 WSOO GAZ,,Rupiah,IDR
87-233-1731,"ZAIS Group Holdings, Inc.","ARCA biopharma, Inc.",Finance,NASDAQ,Outdoors,ZAIS,$31.27M,PO Box 50131,76291 Cody Hill,36-9628005,51285-367,NASDAQ,929041621-1,BR80 3402 5641 5179 3486 2106 204P I,,Euro,EUR
12-438-4509,First Trust Mid Cap Growth AlphaDEX Fund,Assured Guaranty Ltd.,n/a,NASDAQ,Books,FNY,$93.37M,PO Box 75114,17 Hanover Parkway,47-1742738,49035-441,NYSE,766237755-5,FR83 7387 7570 30EW RDVY WUR7 U16,,Dollar,CAD
96-093-1604,"NeuroMetrix, Inc.","Customers Bancorp, Inc",Health Care,NASDAQ,Movies,NURO,$3.64M,9th Floor,322 Russell Pass,80-5719407,21695-049,NYSE,189226716-0,PT48 6331 5616 1462 7308 0501 2,,Cordoba,NIO
96-164-9830,"Cal-Maine Foods, Inc.",Essendant Inc.,Consumer Non-Durables,NASDAQ,Outdoors,CALM,$1.81B,15th Floor,88329 Schmedeman Lane,92-3231980,60760-130,NASDAQ,698697980-0,FR96 8610 7859 69GF RZNQ LFOP 450,,Euro,EUR
19-581-8143,Abeona Therapeutics Inc.,iRobot Corporation,Health Care,NASDAQ,Clothing,ABEOW,n/a,Apt 455,1 Lotheville Road,32-9164131,50419-403,NASDAQ,430838030-8,HR94 0958 1617 3544 0069 3,,Hryvnia,UAH
45-950-8771,"StarTek, Inc.",Everi Holdings Inc.,Technology,NYSE,Games,SRT,$178.38M,13th Floor,4 Eastlawn Court,66-4081911,0135-0548,NYSE,117872699-1,EE63 7982 7222 0536 3629,,Dong,VND
07-972-6643,"GTY Technology Holdings, Inc.",Amdocs Limited,Finance,NASDAQ,Movies,GTYH,$707.25M,7th Floor,88019 Rockefeller Junction,95-6445279,36987-1473,NASDAQ,999381741-4,VG35 KRVJ 5478 0121 5121 0490,,Euro,EUR
87-091-6003,Western Asset Municipal Defined Opportunity Trust Inc,"THL Credit, Inc.",n/a,NYSE,Tools,MTT,$273.41M,Room 416,1 Nancy Plaza,94-4225761,64159-7700,NASDAQ,015365405-8,AD43 3441 2299 RYBA IPWD O9Q9,,Rupiah,IDR
45-724-8781,Oak Valley Bancorp (CA),Wells Fargo & Company,Finance,NASDAQ,Tools,OVLY,$112.21M,Room 1681,9 Aberg Alley,49-6933120,54868-4789,NYSE,887307190-2,AE96 8087 3733 1642 2942 421,,Yuan Renminbi,CNY
03-364-1622,Canadian Natural Resources Limited,"Diamond Offshore Drilling, Inc.",Energy,NYSE,Grocery,CNQ,$34.43B,Apt 1114,65 Bobwhite Street,19-9432158,60512-6582,NYSE,810748996-9,FR52 5337 2417 33SO ZPQH DM5L V83,,Rupiah,IDR
84-196-6609,"Advanced Energy Industries, Inc.","Liquidity Services, Inc.",Capital Goods,NASDAQ,Toys,AEIS,$2.86B,Room 898,66 Bunting Alley,46-8064429,15338-100,NASDAQ,277759610-7,NL49 IGKJ 4601 7956 08,,Dirham,MAD
49-914-5445,"Moxian, Inc.",Ferrari N.V.,Technology,NASDAQ,Clothing,MOXC,$221.12M,Apt 983,4410 Bonner Way,54-5418587,49281-915,NYSE,569329267-3,MT17 WJCT 1252 85U7 IXOE DKJH N5MC W45,,Dollar,CAD
93-285-7216,"WideOpenWest, Inc.",McKesson Corporation,Consumer Services,NYSE,Home,WOW,$1.49B,12th Floor,6 Sunbrook Plaza,22-2563388,43419-370,NYSE,296276541-6,SK38 5078 9253 7477 4293 3387,,Franc,XOF
55-590-6674,FlexShares STOXX US ESG Impact Index Fund,KKR & Co. L.P.,n/a,NASDAQ,Industrial,ESG,$8.61M,Suite 94,7 Kennedy Avenue,76-3211628,0603-0181,NYSE,716803858-3,LV86 JMQK GA5H S1I4 EQED J,,Rupiah,IDR
31-038-4731,"ARC Group Worldwide, Inc.","Ameresco, Inc.",Capital Goods,NASDAQ,Electronics,ARCW,$61.78M,17th Floor,0 Dixon Place,89-6427535,0781-9112,NYSE,235850135-2,DK30 2766 7608 8911 22,,Yuan Renminbi,CNY
14-485-3159,Dynatronics Corporation,Global X NASDAQ China Technology ETF,Health Care,NASDAQ,Music,DYNT,$13.01M,PO Box 34960,1 Nancy Parkway,56-0343301,68828-164,NASDAQ,941436787-X,LV31 ZCEC IM4D UCG0 QYIH L,,Yuan Renminbi,CNY
23-136-0664,"Spirit Airlines, Inc.",Resonant Inc.,Transportation,NASDAQ,Shoes,SAVE,$3.66B,Room 1166,11523 Mayer Plaza,34-8226608,55910-217,NASDAQ,248708208-9,FR46 8819 6967 01FC MS8R FIWY D17,,Peso,CUP
89-801-8982,Antero Midstream Partners LP,"AmTrust Financial Services, Inc.",Public Utilities,NYSE,Books,AM,$6.02B,Apt 1836,09 Green Trail,13-3246633,54868-5915,NYSE,240783771-1,BG51 XANN 3207 99DM CN3S TU,,Yuan Renminbi,CNY
34-309-4272,State Street Corporation,"J. Jill, Inc.",n/a,NYSE,Grocery,STT^D,n/a,20th Floor,7 Talisman Hill,96-6841083,56104-005,NYSE,470660645-4,FR43 8312 7787 51JK RQDQ QNOI G31,,Euro,EUR
49-925-4036,"BLACKROCK INTERNATIONAL, LTD.",Tortoise Energy Infrastructure Corporation,n/a,NYSE,Outdoors,BGY,$696.23M,PO Box 39054,97088 Mesta Avenue,09-2043589,49349-752,NYSE,232144241-7,IE31 QONV 7001 1479 9965 86,,Rupiah,IDR
81-565-1740,Credicorp Ltd.,"Protagonist Therapeutics, Inc.",Finance,NYSE,Baby,BAP,$16.85B,Apt 948,97 Jackson Pass,62-2302327,24236-389,NASDAQ,424754166-8,KW43 IMTP UMPP P85N YOZ5 EDVU EFZY 8O,,Rupiah,IDR
90-948-6295,"ServisFirst Bancshares, Inc.","Motorcar Parts of America, Inc.",Finance,NASDAQ,Clothing,SFBS,$1.96B,Suite 5,551 Golden Leaf Point,86-7705593,52125-580,NASDAQ,439490794-2,EE93 6762 5082 6468 8374,,Yuan Renminbi,CNY
17-870-6572,"Smith Micro Software, Inc.",The Kraft Heinz Company,Technology,NASDAQ,Electronics,SMSI,$16.06M,Apt 370,1 Tomscot Way,11-0270985,59262-355,NASDAQ,119371738-8,FR42 2061 0910 01HV VVMX O1IS L04,,Real,BRL
16-671-7186,AdvanSix Inc.,"Kayne Anderson Midstream Energy Fund, Inc",Basic Industries,NYSE,Kids,ASIX,$897.42M,Suite 48,7018 Blackbird Center,38-1122655,60905-0002,NYSE,906586245-5,MD79 EXTB TR3S LWRU ZKXS RKCM,,Sol,PEN
14-269-1470,Credit Suisse AG,IHS Markit Ltd.,Finance,NASDAQ,Baby,USOI,n/a,Room 1265,6 Sauthoff Plaza,43-1258635,0268-0817,NASDAQ,113136585-2,FR73 3743 4153 70QV YPXL Z4EH J92,,Koruna,CZK
49-711-5334,"Heartland Financial USA, Inc.",BlackRock Resources,Finance,NASDAQ,Shoes,HTLF,$1.25B,Suite 71,889 Scoville Terrace,79-9534242,54868-4074,NYSE,911445227-8,FR75 7844 7387 80S0 VPMG WKOS K47,,Yuan Renminbi,CNY
32-703-0098,ClearSign Combustion Corporation,The Cushing MLP Total Return Fund,Capital Goods,NASDAQ,Health,CLIRW,n/a,Suite 83,488 Blue Bill Park Road,70-2879837,68788-0426,NYSE,193696674-3,SK97 9066 1431 7736 7534 1446,,Krone,NOK
08-890-1442,"Presidio, Inc.",Forum Merger Corporation,Technology,NASDAQ,Shoes,PSDO,$1.36B,Room 1121,24065 Parkside Court,80-7579637,36987-2686,NASDAQ,431047574-4,IS65 8581 2691 8156 7099 4005 90,,Euro,EUR
93-350-1912,BalckRock Taxable Municipal Bond Trust,"Square, Inc.",n/a,NYSE,Music,BBN,$1.32B,Room 81,55 Tennyson Pass,91-3275380,43547-330,NYSE,148326924-8,LT72 4509 3657 7134 6080,,Afghani,AFN
18-488-8568,DarioHealth Corp.,"StealthGas, Inc.",Health Care,NASDAQ,Computers,DRIOW,n/a,PO Box 97669,39323 Tony Road,70-8723251,75981-318,NASDAQ,858238258-8,RS07 8395 2084 4524 4465 15,,Rial,IRR
66-260-9335,Ameris Bancorp,South State Corporation,Finance,NASDAQ,Shoes,ABCB,$1.78B,PO Box 7772,586 Anderson Terrace,51-2783436,49781-041,NASDAQ,307065160-7,TN64 9921 6422 8041 4839 2219,,Yuan Renminbi,CNY
79-067-6767,"NI Holdings, Inc.","Enphase Energy, Inc.",Finance,NASDAQ,Health,NODK,$417.19M,Apt 325,29897 Maryland Crossing,76-9294311,0713-0109,NASDAQ,408765337-4,BA79 2586 5454 5995 5140,,Dinar,RSD
56-289-3384,New Home Company Inc. (The),"Medpace Holdings, Inc.",Capital Goods,NYSE,Music,NWHM,$238.68M,PO Box 23415,99835 Esker Lane,09-3436197,0942-6307,NASDAQ,948522045-6,FR94 1736 1932 24OH HY2U KH0D P95,,Peso,PHP
00-674-8157,State Street Corporation,"Web.com Group, Inc.",n/a,NYSE,Clothing,STT^E,n/a,7th Floor,008 Grim Park,21-8941202,69174-126,NASDAQ,624888009-3,MD35 X7IT IQWB J2GQ TVHA OQ61,,Peso,PHP
92-669-2409,"New America High Income Fund, Inc. (The)",Nuveen Select Tax Free Income Portfolio II,n/a,NYSE,Electronics,HYB,$224.11M,Room 94,52 Sutteridge Way,49-0328228,0548-3013,NYSE,133704232-3,PT20 8020 2580 6310 4246 4766 7,,Afghani,AFN
75-189-2624,Ardagh Group S.A.,"Watts Water Technologies, Inc.",Consumer Durables,NYSE,Shoes,ARD,$5.2B,Apt 1409,9 Kropf Pass,03-3254031,64942-1316,NYSE,378484237-2,FI96 9352 3908 5835 81,,Euro,EUR
86-658-3398,Vantage Energy Acquisition Corp.,"Utah Medical Products, Inc.",Finance,NASDAQ,Tools,VEAC,$674.13M,Apt 1323,5 Crowley Crossing,73-8639184,52686-241,NASDAQ,341897946-7,FR40 2348 9312 41VQ BVFQ YLS2 X48,,Franc,XOF
60-987-5506,Herc Holdings Inc.,Rosehill Resources Inc.,n/a,NYSE,Movies,HRI,$1.06B,Room 1513,0 Prairieview Place,40-0764731,54569-6401,NASDAQ,393304156-2,BH68 PYPM FXY5 YN8K I0MH DE,,Peso,ARS
84-169-3733,"Standard Motor Products, Inc.",StoneCastle Financial Corp,Capital Goods,NYSE,Music,SMP,$1.15B,Room 1815,043 Melrose Street,72-1930264,76159-001,NASDAQ,574908106-0,MU93 ESOE 5960 4217 3299 3032 963U NU,,Rupiah,IDR
21-730-6325,First Trust International IPO ETF,"Orchid Island Capital, Inc.",n/a,NASDAQ,Outdoors,FPXI,$4.77M,Room 1390,0661 Lakeland Avenue,81-3012720,68258-7087,NYSE,554096455-1,LU53 524V I7NW UXGF V0WY,,Rupiah,IDR
69-916-5487,"Valhi, Inc.",Open Text Corporation,Basic Industries,NYSE,Shoes,VHI,$1.11B,Apt 86,573 Drewry Road,07-1510689,37000-126,NASDAQ,055744810-7,PK06 IWZO C4ON KFQD BAPF PYJ0,,Marka,BAM
21-073-0070,Moog Inc.,Agree Realty Corporation,n/a,NYSE,Baby,MOG.A,n/a,7th Floor,25 Elmside Lane,35-1910234,0378-4884,NYSE,594353144-0,AD16 2774 3204 S44D LE9Y 5KA5,,Ruble,RUB
14-856-3519,Nabriva Therapeutics AG,"DexCom, Inc.",Health Care,NASDAQ,Books,NBRV,$250.34M,Apt 1882,8 Blaine Circle,10-3060503,0268-0801,NASDAQ,220723509-2,AL84 3733 9434 5OOO BI1L OM0X VK3I,,Peso,CLP
39-967-2803,Saban Capital Acquisition Corp.,Noah Holdings Ltd.,Finance,NASDAQ,Health,SCACW,n/a,Suite 23,91302 Bashford Center,57-0647386,16995-002,NYSE,407664615-0,IS31 4923 9977 0337 3171 9127 28,,Dram,AMD
89-305-3950,IRSA Inversiones Y Representaciones S.A.,J P Morgan Chase & Co,Consumer Services,NYSE,Music,IRS,$1.38B,6th Floor,9 Nobel Alley,53-2137804,54868-4379,NYSE,226129869-2,GL31 4512 0598 1585 28,,Naira,NGN
77-202-1117,BlackRock Credit Allocation Income Trust,Lloyds Banking Group Plc,n/a,NYSE,Baby,BTZ,$1.45B,PO Box 61283,83 Oak Drive,47-0680424,68788-9425,NYSE,675406847-7,DK76 3286 9643 5155 71,,Ruble,RUB
