,Cluster ID,Link Score,source file,FTSE Code,Stock Name,Company Name,Stock Industry,Stock Market,Stock Sector,Stock Symbol,Stock Market Cap,Address 1,Address 2,client_id,broker_id,exchange_name,ISIN,TICKER,SEDOL,Currency,Currency Code
193,,,0,03-471-2673,Pimco Income Opportunity Fund,Lehman ABS Corporation,,NYSE,Movies,PKO,$395.5M,8th Floor,8096 Cordelia Court,94-8263109,50405-004,NYSE,901496794-2,MU05 FPDU 1075 2153 5238 3499 774R PY,,Euro,EUR
233,,,0,04-218-2596,Davis Select Worldwide ETF,"American International Group, Inc.",,NASDAQ,Electronics,DWLD,,PO Box 75533,55919 Union Alley,92-1249631,42507-917,NYSE,920700860-2,GL81 6497 3054 0079 22,,Euro,EUR
260,,,0,04-814-9011,Credit Acceptance Corporation,"Galena Biopharma, Inc.",Finance,NASDAQ,Games,CACC,$4.64B,PO Box 89922,8 Grayhawk Parkway,39-5674974,67691-769,NASDAQ,698349945-X,VG17 LMMF 8139 7645 9110 0293,,Euro,EUR
279,,,0,05-273-2066,Anika Therapeutics Inc.,"Sangamo Therapeutics, Inc.",Health Care,NASDAQ,Games,ANIK,$664.15M,Suite 97,44 Cardinal Pass,12-0586156,62450-002,NASDAQ,347100542-0,SM69 D080 4127 272L RPDE 6QL2 SZT,,Euro,EUR
345,,,0,06-835-0987,Duke Realty Corporation,American Woodmark Corporation,Consumer Services,NYSE,Garden,DRE,$10.25B,Suite 1,439 Colorado Trail,74-0804342,22431-526,NASDAQ,929393431-0,SK49 7872 7295 8703 9824 2749,,Euro,EUR
351,,,0,06-952-5467,Lions Gate Entertainment Corporation,The Health and Fitness ETF,,NYSE,Home,LGF.A,,Suite 67,05 Norway Maple Road,95-8539699,58593-826,NASDAQ,502843649-5,BH10 LPYZ G9ZS 4DZJ WAGN DV,,Euro,EUR
378,,,0,07-490-7758,Global X Internet of Things ETF,Asbury Automotive Group Inc,,NASDAQ,Music,SNSR,,Room 1094,40 Larry Place,76-3119445,55154-1814,NYSE,161109865-3,NL10 ZKXH 2084 3813 31,,Euro,EUR
379,,,0,07-505-6534,"Carrols Restaurant Group, Inc.","Fortune Brands Home & Security, Inc.",Consumer Services,NASDAQ,Clothing,TAST,$450.72M,Apt 1367,7 Crownhardt Parkway,68-6018634,68327-035,NYSE,746588518-3,MR15 0974 3601 0816 7244 8341 960,,Euro,EUR
381,,,0,07-525-2884,"Twin Disc, Incorporated",Allstate Corporation (The),Technology,NASDAQ,Computers,TWIN,$194.79M,Apt 1247,13 Sunnyside Center,57-4931215,16590-835,NYSE,116719217-6,GE96 LB37 1399 8024 6819 24,,Euro,EUR
386,,,0,07-579-3035,Dawson Geophysical Company,FinTech Acquisition Corp. II,Energy,NASDAQ,Toys,DWSN,$88.03M,11th Floor,13 Oxford Place,62-3995255,53808-0633,NASDAQ,829157950-4,MR61 6521 5628 4960 3270 0155 159,,Euro,EUR
393,,,0,07-654-5613,Advent Claymore Convertible Securities and Income Fund,Masimo Corporation,,NYSE,Outdoors,AVK,$378.24M,Room 1808,875 Hallows Hill,97-2469067,63739-464,NASDAQ,294545837-3,FR46 5943 1077 94XR 9FKA LJJ8 F87,,Euro,EUR
416,,,0,07-972-6643,"GTY Technology Holdings, Inc.",Amdocs Limited,Finance,NASDAQ,Movies,GTYH,$707.25M,7th Floor,88019 Rockefeller Junction,95-6445279,36987-1473,NASDAQ,999381741-4,VG35 KRVJ 5478 0121 5121 0490,,Euro,EUR
425,,,0,08-107-0543,"Palo Alto Networks, Inc.",Mobileye N.V.,Technology,NYSE,Computers,PANW,$12.08B,Suite 22,96117 Starling Avenue,12-9572203,0143-1773,NYSE,838968385-7,FR84 8797 0183 83V8 I4ES 2UDT 462,,Euro,EUR
431,,,0,08-199-3834,UroGen Pharma Ltd.,"WhiteHorse Finance, Inc.",Health Care,NASDAQ,Grocery,URGN,$186.89M,Room 72,93878 Knutson Way,66-5686863,54868-2277,NASDAQ,893715973-2,TN86 1904 0492 1386 7815 7072,,Euro,EUR
436,,,0,08-309-1866,Repligen Corporation,Glaukos Corporation,Health Care,NASDAQ,Baby,RGEN,$1.3B,Apt 1641,7444 Boyd Road,28-6552427,0363-0054,NYSE,315695274-5,AE19 2279 1208 3764 5959 536,,Euro,EUR
467,,,0,09-138-3886,"Air Products and Chemicals, Inc.","Sun Communities, Inc.",Basic Industries,NYSE,Garden,APD,$31.68B,Apt 1578,1 North Court,82-7038347,63304-627,NYSE,427140801-8,DE54 7130 3539 0731 7412 42,,Euro,EUR
529,,,0,10-321-9373,"Best Buy Co., Inc.",Macro Bank Inc.,Consumer Services,NYSE,Toys,BBY,$16.97B,Suite 42,96 Oxford Crossing,09-5428093,41163-008,NYSE,112266430-3,IS85 9753 2890 4019 8858 2355 37,,Euro,EUR
608,,,0,11-594-9750,"PGT Innovations, Inc.",ChinaCache International Holdings Ltd.,Capital Goods,NYSE,Books,PGTI,$610.36M,Suite 15,06 Union Junction,03-6116010,65044-3429,NASDAQ,817521443-0,GE37 NH21 1809 7912 0792 71,,Euro,EUR
622,,,0,11-863-8263,Daily Journal Corp. (S.C.),Marine Products Corporation,Consumer Services,NASDAQ,Books,DJCO,$295.19M,PO Box 23379,296 Donald Court,62-7713658,54569-0126,NYSE,465166714-7,AE14 0286 4359 6565 9757 716,,Euro,EUR
633,,,0,12-012-0812,Semgroup Corporation,Carolina Financial Corporation,Energy,NYSE,Computers,SEMG,$1.68B,Suite 68,068 Briar Crest Parkway,39-4469547,53033-005,NASDAQ,026549539-3,ES67 1177 6145 5265 5915 9951,,Euro,EUR
646,,,0,12-285-5073,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,Alliance California Municipal Income Fund Inc,,NASDAQ,Toys,AGND,$12.99M,Suite 5,26546 Hagan Place,68-0204033,0363-2242,NYSE,135404066-X,PT21 5625 7235 9670 2431 3985 9,,Euro,EUR
658,,,0,12-446-5512,Avianca Holdings S.A.,TravelCenters of America LLC,Transportation,NYSE,Sports,AVH,$828.75M,Apt 421,002 Memorial Parkway,57-0076808,67046-643,NASDAQ,019222420-4,PL85 5879 5095 7834 6170 6063 5045,,Euro,EUR
670,,,0,12-681-1035,"Home BancShares, Inc.",Ball Corporation,Finance,NASDAQ,Electronics,HOMB,$3.66B,Room 829,91 Fuller Crossing,22-2041415,43406-0069,NYSE,573395564-3,FR46 7221 1372 45SX IYIV ZNVU N48,,Euro,EUR
689,,,0,12-917-2536,"Clear Channel Outdoor Holdings, Inc.",People's Utah Bancorp,Consumer Services,NYSE,Garden,CCO,$1.54B,Room 872,189 Longview Crossing,78-3984563,68345-652,NASDAQ,415327098-9,LB22 3386 DOS5 OKLN WWOD 6ZDX 2SP0,,Euro,EUR
713,,,0,13-221-8187,Marathon Oil Corporation,Triangle Capital Corporation,Energy,NYSE,Automotive,MRO,$10.64B,Room 1182,03065 Linden Pass,17-7964648,36800-141,NYSE,394616706-3,LT29 2490 7195 6357 2916,,Euro,EUR
763,,,0,14-362-9239,"Aberdeen Japan Equity Fund, Inc. ","Sypris Solutions, Inc.",,NYSE,Garden,JEQ,$115.12M,Apt 892,7286 Hallows Center,70-3562442,68479-900,NASDAQ,640181165-X,MC75 8363 1376 98QC GKPJ HRVB K84,,Euro,EUR
765,,,0,14-424-0157,Integer Holdings Corporation,"Colony NorthStar, Inc.",Miscellaneous,NYSE,Books,ITGR,$1.31B,15th Floor,5 La Follette Plaza,45-9988378,21695-732,NYSE,331652122-4,VG76 YHJU 4757 8854 2528 2723,,Euro,EUR
766,,,0,14-445-5047,"Covenant Transportation Group, Inc.",Cabot Microelectronics Corporation,Transportation,NASDAQ,Shoes,CVTI,$342.25M,Apt 901,9346 Nancy Terrace,43-1311117,35356-947,NASDAQ,103785241-9,FI18 1251 4308 5741 13,,Euro,EUR
779,,,0,14-709-3370,Westlake Chemical Corporation,"Fulgent Genetics, Inc.",Basic Industries,NYSE,Jewelry,WLK,$8.21B,Apt 23,148 Dawn Street,99-8550618,34954-013,NASDAQ,041878028-5,FR80 2306 8581 03WT GI2M TUDC 984,,Euro,EUR
821,,,0,15-494-2115,WisdomTree Western Asset Unconstrained Bond Fund,"Boston Properties, Inc.",,NASDAQ,Books,UBND,$5.08M,PO Box 44005,8 Karstens Pass,34-2440807,62756-763,NYSE,046446200-2,AZ83 DXHX ZJLJ BIWO VZLU ZUMV BQPK,,Euro,EUR
836,,,0,15-819-2685,B.O.S. Better Online Solutions,Resolute Energy Corporation,Technology,NASDAQ,Grocery,BOSC,$5.57M,Apt 1377,947 Ohio Circle,10-6303233,51285-275,NYSE,486169639-9,ME49 7427 1367 9805 7079 77,,Euro,EUR
879,,,0,16-713-4884,Pioneer Municipal High Income Trust,Crane Company,,NYSE,Outdoors,MHI,$271.66M,Apt 898,0727 Helena Junction,48-3927446,57520-0302,NYSE,684031762-5,GE96 UL81 9172 6667 3757 40,,Euro,EUR
910,,,0,17-511-3989,Vedanta  Limited,Gaming Partners International Corporation,Capital Goods,NYSE,Home,VEDL,$10.79B,8th Floor,5972 Washington Avenue,17-8428835,49288-0698,NASDAQ,807342699-4,KZ95 809L UVYK I6UT SWBN,,Euro,EUR
939,,,0,18-268-6213,Public Storage,Taiwan Semiconductor Manufacturing Company Ltd.,Consumer Services,NYSE,Computers,PSA^U,,Suite 53,2 Ridgeway Hill,79-6566201,60512-6558,NYSE,216689618-9,FO82 4331 8231 4002 83,,Euro,EUR
974,,,0,18-920-7589,"Teligent, Inc.",Clipper Realty Inc.,Health Care,NASDAQ,Movies,TLGT,$459.34M,PO Box 86537,4 Sunnyside Terrace,52-4062071,50268-636,NYSE,358560291-6,PT94 8335 7512 7815 7240 3144 1,,Euro,EUR
986,,,0,19-200-0686,Hecla Mining Company,Stellar Acquisition III Inc.,Basic Industries,NYSE,Music,HL,$2B,Suite 56,960 Forest Way,98-8837869,57955-8200,NASDAQ,854342649-9,FR34 3082 9408 23UN XYP1 WYF2 F99,,Euro,EUR
1001,,,0,19-588-6371,"IDEXX Laboratories, Inc.",Buenaventura Mining Company Inc.,Health Care,NASDAQ,Industrial,IDXX,$14.16B,PO Box 64940,74717 Lake View Court,05-2474114,21695-701,NYSE,119434493-3,LI43 5443 5QZB O3R3 WDUT P,,Euro,EUR
1012,,,0,19-869-7553,"Altimmune, Inc.",Forestar Group Inc,Health Care,NASDAQ,Movies,ALT,$2.44M,PO Box 60259,0 Golf Course Center,83-8213518,0053-7633,NYSE,284963764-5,MU96 YDSU 9136 0312 1005 1766 262F AG,,Euro,EUR
1016,,,0,19-924-1617,"Equity Bancshares, Inc.",Pengrowth Energy Corporation,Finance,NASDAQ,Sports,EQBK,$386.51M,12th Floor,1268 Gina Hill,65-3927054,43857-0181,NYSE,650811344-5,MC43 4352 8698 58A6 VTYJ PNJF P92,,Euro,EUR
1034,,,0,20-227-6533,Amphenol Corporation,Crane Company,Capital Goods,NYSE,Electronics,APH,$23.11B,Suite 17,21180 Spohn Alley,15-9705119,43857-0159,NYSE,398071729-1,AD60 1033 6772 PAUH TRLE 5GAN,,Euro,EUR
1041,,,0,20-292-8262,Perion Network Ltd,Harvest Capital Credit Corporation,Technology,NASDAQ,Shoes,PERI,$151.22M,1st Floor,963 Twin Pines Alley,74-2319492,52915-030,NASDAQ,306849382-X,FR46 6403 6545 46ZS QRRN SBU0 I53,,Euro,EUR
1053,,,0,20-562-2614,"Aevi Genomic Medicine, Inc.",iSectors Post-MPT Growth ETF,Health Care,NASDAQ,Toys,GNMX,$46.76M,Room 203,4833 Morning Hill,71-9374877,43447-4410,NASDAQ,102394707-2,ME83 9549 4047 9029 3934 48,,Euro,EUR
1055,,,0,20-581-3563,"Bancorp 34, Inc.","Cidara Therapeutics, Inc.",Finance,NASDAQ,Music,BCTF,$47.36M,Suite 42,92226 Stuart Point,07-6515643,62592-496,NASDAQ,165609034-1,LU57 873G CEK9 RQR3 SPXP,,Euro,EUR
1056,,,0,20-582-4551,"ALJ Regional Holdings, Inc.",Gabelli Multi-Media Trust Inc. (The),Miscellaneous,NASDAQ,Shoes,ALJJ,$113.53M,Suite 72,40 Armistice Terrace,54-4672997,0591-3703,NYSE,601468621-5,GB46 EGZF 0343 3112 9704 39,,Euro,EUR
1071,,,0,21-050-2463,"Magyar Bancorp, Inc.",CafePress Inc.,Finance,NASDAQ,Automotive,MGYR,$71.3M,Room 210,46950 Weeping Birch Terrace,21-1191077,42787-104,NASDAQ,808560695-X,PL67 7811 8392 9228 7615 8565 0355,,Euro,EUR
1079,,,0,21-219-1343,"Saia, Inc.",VelocityShares 3x Inverse Gold ETN,Transportation,NASDAQ,Outdoors,SAIA,$1.27B,5th Floor,90341 Mayer Junction,48-4660403,65601-757,NASDAQ,090978328-4,AL41 2113 7667 5BDE PIXW JEJY 9QBV,,Euro,EUR
1094,,,0,21-458-8552,"Selective Insurance Group, Inc.","ANI Pharmaceuticals, Inc.",Finance,NASDAQ,Health,SIGI,$2.98B,12th Floor,394 Gateway Street,59-9960518,68645-300,NASDAQ,305595179-4,LB87 1962 VDKJ VDQU XEIB WMMQ DJK8,,Euro,EUR
1103,,,0,21-661-0707,"Blucora, Inc.",Fortuna Silver Mines Inc.,Technology,NASDAQ,Clothing,BCOR,$909.02M,Room 1761,76 Dexter Circle,87-8173342,16590-437,NYSE,159568405-0,CZ23 4396 5484 0895 8216 9806,,Euro,EUR
1127,,,0,22-075-0042,"Alexander's, Inc.","Bankrate, Inc.",Consumer Services,NYSE,Electronics,ALX,$2.2B,4th Floor,78872 Aberg Place,12-6456363,55154-5739,NYSE,576010824-7,HU71 0469 0551 3779 8124 4792 5554,,Euro,EUR
1134,,,0,22-212-3531,First Trust,Taitron Components Incorporated,,NYSE,Shoes,FFA,$299.6M,Suite 13,8 Sauthoff Plaza,11-0535341,0026-3792,NASDAQ,917069847-3,AL32 3762 4045 WGTZ HTJO T3FP ZBRB,,Euro,EUR
1159,,,0,22-798-9432,Entergy Corporation,WisdomTree United Kingdom Hedged Equity Fund,Public Utilities,NYSE,Jewelry,ETR,$14.36B,9th Floor,978 Shelley Court,70-8354963,67938-1396,NASDAQ,368885200-1,GI74 WMXB NYXD MD6W EYAU HJK,,Euro,EUR
1257,,,0,24-923-9627,Blackrock MuniYield Investment QualityFund,Yelp Inc.,,NYSE,Electronics,MFT,$120.08M,Apt 1464,49082 Goodland Drive,06-5001164,60505-2593,NYSE,012458283-4,MU93 MLGB 5548 8867 6251 0462 897Q NC,,Euro,EUR
1340,,,0,26-705-6452,"Biostar Pharmaceuticals, Inc.","Quantenna Communications, Inc.",Health Care,NASDAQ,Jewelry,BSPM,$3.49M,Room 1254,408 Lighthouse Bay Crossing,01-6795409,10816-102,NASDAQ,885968694-6,RS30 4751 0511 9310 6905 87,,Euro,EUR
1357,,,0,27-155-6782,First Bank,Kosmos Energy Ltd.,,NASDAQ,Kids,FRBA,$137.6M,5th Floor,5824 Crescent Oaks Pass,03-1255221,10812-209,NYSE,505158461-6,ES66 8616 0113 6618 3049 6530,,Euro,EUR
1373,,,0,27-445-0048,Eaton Vance Enhanced Equity Income Fund II,"Midland States Bancorp, Inc.",,NYSE,Movies,EOS,$701.96M,1st Floor,37092 Rutledge Plaza,02-0332266,68016-264,NASDAQ,448669370-1,GR71 8488 190Q ISAZ 0HLF HCJC N3X,,Euro,EUR
1384,,,0,27-645-9818,"Tandem Diabetes Care, Inc.",TravelCenters of America LLC,Health Care,NASDAQ,Jewelry,TNDM,$44.42M,PO Box 98688,9826 Cordelia Place,95-7179972,30142-321,NASDAQ,016657451-1,HU25 9667 0065 4465 0351 0489 2689,,Euro,EUR
1414,,,0,28-198-7128,Houston Wire & Cable Company,"Ryman Hospitality Properties, Inc.",Consumer Non-Durables,NASDAQ,Clothing,HWCC,$98.16M,PO Box 16235,8291 Bultman Place,18-0006350,11410-613,NYSE,199614815-X,FR34 2325 3579 36YJ XDRG 4Q8P S70,,Euro,EUR
1417,,,0,28-291-0608,PIMCO Dynamic Credit and Mortgage Income Fund,Nucor Corporation,,NYSE,Sports,PCI,$3.02B,5th Floor,026 West Hill,52-4307448,11822-3301,NYSE,547293344-7,CH07 5625 2AKQ 4H8K KNRC P,,Euro,EUR
1421,,,0,28-352-1788,"Eaton Corporation, PLC",PIMCO New York Municipal Income Fund III,Technology,NYSE,Electronics,ETN,$34.35B,PO Box 37624,0 Dwight Center,07-1792769,59229-003,NYSE,670282796-2,AZ81 UTQK RPWQ Y7LL 9K7I DF74 IIJT,,Euro,EUR
1431,,,0,28-487-5027,Duluth Holdings Inc.,"Atlantic Capital Bancshares, Inc.",Consumer Services,NASDAQ,Outdoors,DLTH,$558.54M,Room 1033,36 Sutherland Lane,92-5266388,36987-2274,NASDAQ,621665355-5,LV56 LYZU YLTC B6KH QTRH A,,Euro,EUR
1442,,,0,28-880-7956,"First Industrial Realty Trust, Inc.",Trillium Therapeutics Inc.,Consumer Services,NYSE,Health,FR,$3.47B,10th Floor,5917 Gateway Plaza,82-2661888,54973-2923,NASDAQ,382876472-X,LB63 5994 EVFJ 4AXL VLQQ QLK5 DIID,,Euro,EUR
1463,,,0,29-481-9575,United Community Bancorp,Select Asset Inc.,Finance,NASDAQ,Shoes,UCBA,$79.88M,5th Floor,042 Continental Way,31-2286778,65044-0841,NYSE,246929425-8,BH62 SHVZ PHM0 NGEJ PWRN UX,,Euro,EUR
1531,,,0,30-811-4902,"Tallgrass Energy Partners, LP",iStar Financial Inc.,Public Utilities,NYSE,Baby,TEP,$3.4B,4th Floor,039 Mosinee Lane,04-4725247,59762-1002,NYSE,161987774-0,FR46 5390 8909 35VC JWON BEKB C02,,Euro,EUR
1581,,,0,31-808-6731,"Entergy Arkansas, Inc.","Depomed, Inc.",Public Utilities,NYSE,Garden,EAI,,16th Floor,25 Brentwood Park,31-8663766,23635-432,NASDAQ,358136936-2,FR08 9113 5797 27HM 6CSA CYCS A66,,Euro,EUR
1584,,,0,31-844-3013,ChinaCache International Holdings Ltd.,"Spectrum Pharmaceuticals, Inc.",Technology,NASDAQ,Books,CCIH,$34.01M,Room 806,0486 American Ash Lane,00-3556694,54868-3435,NASDAQ,532612027-5,FR64 1416 1583 305N PTJ9 NTXV V56,,Euro,EUR
1597,,,0,32-047-8791,AGNC Investment Corp.,iPath US Treasury 5-year Bear ETN,Consumer Services,NASDAQ,Automotive,AGNC,$7.3B,Suite 12,134 Bowman Way,14-9919998,68788-9503,NASDAQ,939446337-2,FR83 0133 3849 55BY SEDE URUZ P08,,Euro,EUR
1629,,,0,32-632-0651,Pinnacle West Capital Corporation,Eaton Vance Floating Rate Income Trust,Public Utilities,NYSE,Clothing,PNW,$9.92B,Suite 25,60 Green Plaza,04-5301197,42627-220,NYSE,054804790-1,BA61 1125 2242 1628 6479,,Euro,EUR
1657,,,0,33-152-4834,United Security Bancshares,First Bancorp,Finance,NASDAQ,Beauty,UBFO,$163.69M,Apt 1965,83 Hollow Ridge Trail,49-8161134,11344-211,NASDAQ,836800177-3,LV76 RJJT LXN5 CXGI TFIT 7,,Euro,EUR
1660,,,0,33-183-9698,"Gulf Island Fabrication, Inc.",National Storage Affiliates Trust,Capital Goods,NASDAQ,Clothing,GIFI,$152.96M,Room 64,9 Namekagon Hill,94-4519494,45802-021,NYSE,671838400-3,GR47 6503 993X FGJZ OTEE UZGL BMX,,Euro,EUR
1750,,,0,34-946-4212,DTE Energy Company,"Hollysys Automation Technologies, Ltd.",Public Utilities,NYSE,Grocery,DTY,,3rd Floor,89151 Del Sol Lane,63-7347932,0074-3062,NASDAQ,594206448-2,FR64 4015 0116 84UI L4WL GMG4 F51,,Euro,EUR
1805,,,0,36-095-9079,Iridium Communications Inc,Pimco New York Municipal Income Fund II,Consumer Durables,NASDAQ,Computers,IRDM,$1.11B,PO Box 86663,3 Division Junction,54-7918730,55289-737,NYSE,948047581-2,NO75 4229 0213 502,,Euro,EUR
1853,,,0,37-194-7787,Mercer International Inc.,Two River Bancorp,Basic Industries,NASDAQ,Baby,MERC,$769.94M,Apt 194,507 Johnson Pass,54-1732869,49817-0075,NASDAQ,047796757-4,IE87 LBLO 5902 3387 8044 75,,Euro,EUR
1866,,,0,37-520-7214,DoubleLine Income Solutions Fund,FinTech Acquisition Corp. II,,NYSE,Health,DSL,$2.09B,Apt 1061,1017 4th Lane,50-6390272,15127-549,NASDAQ,805039258-9,PK18 XGWO SVLX QL5Z W5YI QYRZ,,Euro,EUR
1875,,,0,37-757-8281,"CenterPoint Energy, Inc.",BlackRock Investment Quality Municipal Trust Inc. (The),Public Utilities,NYSE,Clothing,CNP,$12.45B,Room 561,27 Debs Plaza,45-9294461,61938-456,NYSE,462515411-1,MD24 9MBA KK9R YKC4 MNEJ L8KH,,Euro,EUR
1888,,,0,38-009-8911,Blackrock Enhanced Equity Dividend Trust,"Sevcon, Inc.",,NYSE,Home,BDJ,$1.66B,PO Box 54373,541 Reinke Pass,83-8838580,12546-321,NASDAQ,745859987-1,DO37 TNJN 5217 8403 6350 6643 0294,,Euro,EUR
1910,,,0,38-450-9369,"Entergy New Orleans, Inc.",Lakeland Financial Corporation,Public Utilities,NYSE,Clothing,ENJ,,Suite 13,98 Donald Center,57-9380585,42627-254,NASDAQ,698075834-9,FR85 1999 5964 30X2 CILH YHVN B83,,Euro,EUR
1913,,,0,38-495-5731,SandRidge Mississippian Trust I,Hilltop Holdings Inc.,Energy,NYSE,Computers,SDT,$39.48M,Room 231,2523 Autumn Leaf Circle,12-4864786,13925-160,NYSE,565225423-8,TR54 2753 9SLQ THUC MGPT HMER SV,,Euro,EUR
1914,,,0,38-498-5680,Workiva Inc.,General Finance Corporation,Technology,NYSE,Garden,WK,$788.23M,Apt 2,283 Iowa Center,95-0785735,67457-574,NASDAQ,711222114-5,DO49 0NT9 0001 5107 5766 4695 7768,,Euro,EUR
1930,,,0,38-708-5857,PennantPark Floating Rate Capital Ltd.,Wright Medical Group N.V.,,NASDAQ,Beauty,PFLT,$454.72M,Apt 1265,5551 Paget Drive,22-1603317,51346-072,NASDAQ,218982566-0,GR11 7131 746J ZHKN 7WLJ GEDY GVW,,Euro,EUR
1945,,,0,39-129-3253,Nuveen Quality Municipal Income Fund,Western Asset Emerging Markets Debt Fund Inc,,NYSE,Clothing,NAD,$2.85B,Apt 396,4 Arizona Parkway,84-3798385,0268-1477,NYSE,732772859-7,BR58 6401 9218 4465 1154 7764 829S R,,Euro,EUR
1949,,,0,39-169-9212,Blackstone GSO Senior Floating Rate Term Fund,Scudder Strategic Municiple Income Trust,,NYSE,Grocery,BSL,$271.31M,PO Box 93497,63 Laurel Point,81-4226394,55154-6875,NYSE,162630177-8,FR89 8696 0996 15LG FVFA T3OZ 365,,Euro,EUR
1960,,,0,39-415-3935,China Online Education Group,"MFA Financial, Inc.",Consumer Services,NYSE,Games,COE,$315.27M,Suite 78,1 Green Pass,93-7902042,68788-9502,NYSE,907286364-X,ES37 0749 6973 0406 2680 6265,,Euro,EUR
1966,,,0,39-500-7228,XOMA Corporation,"HC2 Holdings, Inc.",Health Care,NASDAQ,Books,XOMA,$48.4M,PO Box 36818,69 Fuller Crossing,99-2991669,0409-6629,NYSE,793888929-6,LI12 9075 8RZ0 0ZDD GRYK F,,Euro,EUR
1971,,,0,39-655-3415,Embotelladora Andina S.A.,Liberty Interactive Corporation,,NYSE,Home,AKO.A,,Apt 1183,259 1st Pass,02-1963108,37205-196,NASDAQ,037936728-9,CH94 8252 5PI5 JM3Y 2K97 K,,Euro,EUR
1998,,,0,40-139-4089,"Alphatec Holdings, Inc.","Axon Enterprise, Inc.",Health Care,NASDAQ,Health,ATEC,$19.65M,Room 1813,44 Tennyson Circle,95-9180281,52686-296,NASDAQ,262567069-X,IS73 3064 5134 3160 4662 1861 00,,Euro,EUR
2013,,,0,40-373-8868,"Aerojet Rocketdyne Holdings, Inc. ",PowerShares S&P SmallCap Energy Portfolio,Capital Goods,NYSE,Beauty,AJRD,$1.55B,Room 517,5528 Calypso Avenue,35-3355842,51672-1304,NASDAQ,262201701-4,AD50 1702 9621 V5ON 1V3Y FECR,,Euro,EUR
2019,,,0,40-456-3876,"Xenia Hotels & Resorts, Inc.","Entergy Louisiana, Inc.",Consumer Services,NYSE,Jewelry,XHR,$2.14B,Room 1460,5 Bowman Pass,47-7606688,13537-226,NYSE,746120591-9,IT48 I471 1338 849H KUQG XWJ6 FJK,,Euro,EUR
2021,,,0,40-480-8712,"tronc, Inc.",Echelon Corporation,Consumer Services,NASDAQ,Tools,TRNC,$422.69M,15th Floor,7 Browning Court,68-6197119,0363-0828,NASDAQ,068602013-8,LI39 2878 8PJO 9NGE 9LRW Z,,Euro,EUR
2039,,,0,40-804-7879,"Biostar Pharmaceuticals, Inc.",Ultralife Corporation,Health Care,NASDAQ,Outdoors,BSPM,$3.49M,PO Box 21126,0657 Caliangt Park,16-6682767,55289-154,NASDAQ,888344370-5,MR66 8115 0763 7731 8122 8736 775,,Euro,EUR
2052,,,0,41-074-0630,Blackrock MuniYield Investment Fund,"Triumph Group, Inc.",,NYSE,Electronics,MYF,$217.64M,Room 1844,41 Fremont Court,69-0326052,0472-0082,NYSE,369084855-5,BG87 ZDJP 4710 67JU DIZO QW,,Euro,EUR
2065,,,0,41-315-0287,PJT Partners Inc.,"Five Point Holdings, LLC",Finance,NYSE,Garden,PJT,$718.32M,Room 1302,49 Bultman Center,85-4506089,49789-060,NYSE,031056357-7,BH17 KYPJ Z8KK LIBM QCMH RO,,Euro,EUR
2073,,,0,41-430-4169,Flowserve Corporation,"ARCA biopharma, Inc.",Capital Goods,NYSE,Music,FLS,$6.2B,9th Floor,0186 Rigney Way,53-4170704,98132-704,NASDAQ,013594574-7,PK17 PGME I6OT PJWV M494 KXYH,,Euro,EUR
2078,,,0,41-532-7934,"Forum Energy Technologies, Inc.",Evercore Partners Inc,Energy,NYSE,Beauty,FET,$1.66B,Apt 1621,2 Mccormick Lane,20-4418148,54868-4438,NYSE,488582158-4,FI40 0928 8603 5431 28,,Euro,EUR
2086,,,0,41-605-2630,"Customers Bancorp, Inc",FirstService Corporation,,NYSE,Kids,CUBI^D,,12th Floor,787 Transport Pass,69-8307934,21130-299,NASDAQ,303044786-3,VG69 DUOQ 3219 4898 6320 6827,,Euro,EUR
2096,,,0,41-793-1110,"Thermon Group Holdings, Inc.",Credit Acceptance Corporation,Energy,NYSE,Baby,THR,$608.57M,Suite 83,57 Mallard Avenue,80-8950561,52544-690,NASDAQ,662456960-3,KW76 XIUZ UBLP IYVR HDNT 0XKC NM6B X4,,Euro,EUR
2097,,,0,41-805-9884,"Ollie's Bargain Outlet Holdings, Inc.","CytomX Therapeutics, Inc.",Consumer Services,NASDAQ,Tools,OLLI,$2.5B,Apt 1362,60 Dryden Terrace,11-6540273,48951-3056,NASDAQ,242095704-0,FR23 4722 3701 737I KUDS ZWTF L97,,Euro,EUR
2099,,,0,41-825-0526,MFS Special Value Trust,"Summit Hotel Properties, Inc.",,NYSE,Computers,MFV,$45.18M,Apt 1059,031 Westridge Drive,76-6529570,11822-0708,NYSE,498856592-0,BA09 5373 3374 9243 1254,,Euro,EUR
2114,,,0,42-025-6735,"Marathon Patent Group, Inc.",Liberty Media Corporation,Miscellaneous,NASDAQ,Health,MARA,$3.78M,Room 930,04542 Mccormick Court,72-7166262,0363-0104,NASDAQ,810462807-0,SK14 5981 6003 5509 7107 4146,,Euro,EUR
2136,,,0,42-557-4676,Matlin & Partners Acquisition Corporation,"CVR Partners, LP",Finance,NASDAQ,Movies,MPACU,,Suite 84,8314 Merrick Place,30-0544741,50458-531,NYSE,798565101-2,FR95 5426 3659 68BR 7PQ2 V0GH N71,,Euro,EUR
